SEASON_YEAR,GAME_ID,GAME_DATE,HOME_TEAM,HOME_TEAM_ABBREVIATION,AWAY_TEAM,AWAY_TEAM_ABBREVIATION,HOME_POINTS,AWAY_POINTS,WINNER
2011-12,21100842,2012-04-09,Charlotte Bobcats,CHA,Washington Wizards,WAS,85,113,Washington Wizards
2011-12,21100843,2012-04-09,Orlando Magic,ORL,Detroit Pistons,DET,119,89,Orlando Magic
2011-12,21100844,2012-04-09,Indiana Pacers,IND,Toronto Raptors,TOR,103,98,Indiana Pacers
2011-12,21100845,2012-04-09,Milwaukee Bucks,MIL,Oklahoma City Thunder,OKC,89,109,Oklahoma City Thunder
2011-12,21100846,2012-04-09,Memphis Grizzlies,MEM,Los Angeles Clippers,LAC,94,85,Memphis Grizzlies
2011-12,21100847,2012-04-09,New Orleans Hornets,NOH,Los Angeles Lakers,LAL,91,93,Los Angeles Lakers
2011-12,21100848,2012-04-09,Minnesota Timberwolves,MIN,Phoenix Suns,PHX,90,114,Phoenix Suns
2011-12,21100849,2012-04-09,Denver Nuggets,DEN,Golden State Warriors,GSW,123,84,Denver Nuggets
2011-12,21100850,2012-04-09,Utah Jazz,UTA,San Antonio Spurs,SAS,91,84,Utah Jazz
2011-12,21100851,2012-04-09,Portland Trail Blazers,POR,Houston Rockets,HOU,89,94,Houston Rockets
2011-12,21100852,2012-04-10,Washington Wizards,WAS,Orlando Magic,ORL,93,85,Washington Wizards
2011-12,21100853,2012-04-10,Miami Heat,MIA,Boston Celtics,BOS,107,115,Boston Celtics
2011-12,21100854,2012-04-10,Cleveland Cavaliers,CLE,Charlotte Bobcats,CHA,103,90,Cleveland Cavaliers
2011-12,21100855,2012-04-10,New Jersey Nets,NJN,Philadelphia 76ers,PHI,88,107,Philadelphia 76ers
2011-12,21100856,2012-04-10,Dallas Mavericks,DAL,Sacramento Kings,SAC,110,100,Dallas Mavericks
2011-12,21100857,2012-04-10,Chicago Bulls,CHI,New York Knicks,NYK,98,86,Chicago Bulls
2011-12,21100858,2012-04-11,Toronto Raptors,TOR,Philadelphia 76ers,PHI,75,93,Philadelphia 76ers
2011-12,21100859,2012-04-11,Cleveland Cavaliers,CLE,Indiana Pacers,IND,98,104,Indiana Pacers
2011-12,21100860,2012-04-11,Boston Celtics,BOS,Atlanta Hawks,ATL,88,86,Boston Celtics
2011-12,21100861,2012-04-11,Milwaukee Bucks,MIL,New York Knicks,NYK,107,111,New York Knicks
2011-12,21100862,2012-04-11,Memphis Grizzlies,MEM,Phoenix Suns,PHX,104,93,Memphis Grizzlies
2011-12,21100863,2012-04-11,New Orleans Hornets,NOH,Sacramento Kings,SAC,105,96,New Orleans Hornets
2011-12,21100864,2012-04-11,Houston Rockets,HOU,Utah Jazz,UTA,91,103,Utah Jazz
2011-12,21100865,2012-04-11,Oklahoma City Thunder,OKC,Los Angeles Clippers,LAC,98,100,Los Angeles Clippers
2011-12,21100866,2012-04-11,San Antonio Spurs,SAS,Los Angeles Lakers,LAL,84,98,Los Angeles Lakers
2011-12,21100867,2012-04-11,Denver Nuggets,DEN,Minnesota Timberwolves,MIN,113,107,Denver Nuggets
2011-12,21100868,2012-04-11,Portland Trail Blazers,POR,Golden State Warriors,GSW,118,110,Portland Trail Blazers
2011-12,21100869,2012-04-12,Charlotte Bobcats,CHA,Detroit Pistons,DET,85,109,Detroit Pistons
2011-12,21100870,2012-04-12,Chicago Bulls,CHI,Miami Heat,MIA,96,86,Chicago Bulls
2011-12,21100871,2012-04-12,Minnesota Timberwolves,MIN,Los Angeles Clippers,LAC,82,95,Los Angeles Clippers
2011-12,21100872,2012-04-12,San Antonio Spurs,SAS,Memphis Grizzlies,MEM,107,97,San Antonio Spurs
2011-12,21100873,2012-04-12,Golden State Warriors,GSW,Dallas Mavericks,DAL,103,112,Dallas Mavericks
2011-12,21100874,2012-04-13,Toronto Raptors,TOR,Boston Celtics,BOS,84,79,Toronto Raptors
2011-12,21100875,2012-04-13,Philadelphia 76ers,PHI,New Jersey Nets,NJN,89,95,New Jersey Nets
2011-12,21100876,2012-04-13,Orlando Magic,ORL,Atlanta Hawks,ATL,81,109,Atlanta Hawks
2011-12,21100877,2012-04-13,Indiana Pacers,IND,Cleveland Cavaliers,CLE,102,83,Indiana Pacers
2011-12,21100878,2012-04-13,New York Knicks,NYK,Washington Wizards,WAS,103,65,New York Knicks
2011-12,21100879,2012-04-13,Miami Heat,MIA,Charlotte Bobcats,CHA,105,82,Miami Heat
2011-12,21100880,2012-04-13,Detroit Pistons,DET,Milwaukee Bucks,MIL,97,113,Milwaukee Bucks
2011-12,21100881,2012-04-13,New Orleans Hornets,NOH,Utah Jazz,UTA,96,85,New Orleans Hornets
2011-12,21100882,2012-04-13,Houston Rockets,HOU,Phoenix Suns,PHX,105,112,Phoenix Suns
2011-12,21100883,2012-04-13,Oklahoma City Thunder,OKC,Sacramento Kings,SAC,115,89,Oklahoma City Thunder
2011-12,21100884,2012-04-13,Los Angeles Lakers,LAL,Denver Nuggets,DEN,103,97,Los Angeles Lakers
2011-12,21100885,2012-04-13,Portland Trail Blazers,POR,Dallas Mavericks,DAL,94,97,Dallas Mavericks
2011-12,21100886,2012-04-14,Los Angeles Clippers,LAC,Golden State Warriors,GSW,112,104,Los Angeles Clippers
2011-12,21100887,2012-04-14,Washington Wizards,WAS,Cleveland Cavaliers,CLE,89,98,Cleveland Cavaliers
2011-12,21100888,2012-04-14,New Jersey Nets,NJN,Boston Celtics,BOS,82,94,Boston Celtics
2011-12,21100889,2012-04-14,Memphis Grizzlies,MEM,Utah Jazz,UTA,103,98,Memphis Grizzlies
2011-12,21100890,2012-04-14,Minnesota Timberwolves,MIN,Oklahoma City Thunder,OKC,110,115,Oklahoma City Thunder
2011-12,21100891,2012-04-14,Milwaukee Bucks,MIL,Indiana Pacers,IND,99,105,Indiana Pacers
2011-12,21100892,2012-04-14,San Antonio Spurs,SAS,Phoenix Suns,PHX,105,91,San Antonio Spurs
2011-12,21100893,2012-04-15,New York Knicks,NYK,Miami Heat,MIA,85,93,Miami Heat
2011-12,21100894,2012-04-15,Los Angeles Lakers,LAL,Dallas Mavericks,DAL,112,108,Los Angeles Lakers
2011-12,21100895,2012-04-15,Charlotte Bobcats,CHA,Boston Celtics,BOS,82,94,Boston Celtics
2011-12,21100896,2012-04-15,Atlanta Hawks,ATL,Toronto Raptors,TOR,86,102,Toronto Raptors
2011-12,21100897,2012-04-15,Detroit Pistons,DET,Chicago Bulls,CHI,94,100,Chicago Bulls
2011-12,21100898,2012-04-15,Cleveland Cavaliers,CLE,Orlando Magic,ORL,84,100,Orlando Magic
2011-12,21100899,2012-04-15,Sacramento Kings,SAC,Portland Trail Blazers,POR,104,103,Sacramento Kings
2011-12,21100900,2012-04-15,New Orleans Hornets,NOH,Memphis Grizzlies,MEM,88,75,New Orleans Hornets
2011-12,21100901,2012-04-15,Denver Nuggets,DEN,Houston Rockets,HOU,101,86,Denver Nuggets
2011-12,21100902,2012-04-16,Toronto Raptors,TOR,Atlanta Hawks,ATL,87,109,Atlanta Hawks
2011-12,21100903,2012-04-16,Charlotte Bobcats,CHA,New Orleans Hornets,NOH,67,75,New Orleans Hornets
2011-12,21100904,2012-04-16,Orlando Magic,ORL,Philadelphia 76ers,PHI,113,100,Orlando Magic
2011-12,21100905,2012-04-16,Indiana Pacers,IND,Minnesota Timberwolves,MIN,111,88,Indiana Pacers
2011-12,21100906,2012-04-16,New Jersey Nets,NJN,Miami Heat,MIA,98,101,Miami Heat
2011-12,21100907,2012-04-16,Chicago Bulls,CHI,Washington Wizards,WAS,84,87,Washington Wizards
2011-12,21100908,2012-04-16,Houston Rockets,HOU,Denver Nuggets,DEN,102,105,Denver Nuggets
2011-12,21100909,2012-04-16,Utah Jazz,UTA,Dallas Mavericks,DAL,123,121,Utah Jazz
2011-12,21100910,2012-04-16,Phoenix Suns,PHX,Portland Trail Blazers,POR,125,107,Phoenix Suns
2011-12,21100911,2012-04-16,Los Angeles Clippers,LAC,Oklahoma City Thunder,OKC,92,77,Los Angeles Clippers
2011-12,21100912,2012-04-16,Golden State Warriors,GSW,San Antonio Spurs,SAS,99,120,San Antonio Spurs
2011-12,21100913,2012-04-17,Philadelphia 76ers,PHI,Indiana Pacers,IND,97,102,Indiana Pacers
2011-12,21100914,2012-04-17,Detroit Pistons,DET,Cleveland Cavaliers,CLE,116,77,Detroit Pistons
2011-12,21100915,2012-04-17,New York Knicks,NYK,Boston Celtics,BOS,118,110,New York Knicks
2011-12,21100916,2012-04-17,Minnesota Timberwolves,MIN,Memphis Grizzlies,MEM,84,91,Memphis Grizzlies
2011-12,21100917,2012-04-17,Los Angeles Lakers,LAL,San Antonio Spurs,SAS,91,112,San Antonio Spurs
2011-12,21100918,2012-04-18,Washington Wizards,WAS,Milwaukee Bucks,MIL,121,112,Washington Wizards
2011-12,21100919,2012-04-18,Charlotte Bobcats,CHA,Chicago Bulls,CHI,68,100,Chicago Bulls
2011-12,21100920,2012-04-18,Cleveland Cavaliers,CLE,Philadelphia 76ers,PHI,87,103,Philadelphia 76ers
2011-12,21100921,2012-04-18,New Jersey Nets,NJN,New York Knicks,NYK,95,104,New York Knicks
2011-12,21100922,2012-04-18,Atlanta Hawks,ATL,Detroit Pistons,DET,116,84,Atlanta Hawks
2011-12,21100923,2012-04-18,Miami Heat,MIA,Toronto Raptors,TOR,96,72,Miami Heat
2011-12,21100924,2012-04-18,Boston Celtics,BOS,Orlando Magic,ORL,102,98,Boston Celtics
2011-12,21100925,2012-04-18,Memphis Grizzlies,MEM,New Orleans Hornets,NOH,103,91,Memphis Grizzlies
2011-12,21100926,2012-04-18,Dallas Mavericks,DAL,Houston Rockets,HOU,117,110,Dallas Mavericks
2011-12,21100927,2012-04-18,Denver Nuggets,DEN,Los Angeles Clippers,LAC,98,104,Los Angeles Clippers
2011-12,21100928,2012-04-18,Phoenix Suns,PHX,Oklahoma City Thunder,OKC,97,109,Oklahoma City Thunder
2011-12,21100929,2012-04-18,Sacramento Kings,SAC,San Antonio Spurs,SAS,102,127,San Antonio Spurs
2011-12,21100930,2012-04-18,Portland Trail Blazers,POR,Utah Jazz,UTA,91,112,Utah Jazz
2011-12,21100931,2012-04-18,Golden State Warriors,GSW,Los Angeles Lakers,LAL,87,99,Los Angeles Lakers
2011-12,21100932,2012-04-19,Indiana Pacers,IND,Milwaukee Bucks,MIL,118,109,Indiana Pacers
2011-12,21100933,2012-04-19,Detroit Pistons,DET,Minnesota Timberwolves,MIN,80,91,Minnesota Timberwolves
2011-12,21100934,2012-04-19,Miami Heat,MIA,Chicago Bulls,CHI,83,72,Miami Heat
2011-12,21100935,2012-04-19,New Orleans Hornets,NOH,Houston Rockets,HOU,105,99,New Orleans Hornets
2011-12,21100936,2012-04-19,Phoenix Suns,PHX,Los Angeles Clippers,LAC,93,90,Phoenix Suns
2011-12,21100937,2012-04-20,Charlotte Bobcats,CHA,Memphis Grizzlies,MEM,80,85,Memphis Grizzlies
2011-12,21100938,2012-04-20,Atlanta Hawks,ATL,Boston Celtics,BOS,97,92,Atlanta Hawks
2011-12,21100939,2012-04-20,Cleveland Cavaliers,CLE,New York Knicks,NYK,98,90,Cleveland Cavaliers
2011-12,21100940,2012-04-20,Dallas Mavericks,DAL,Golden State Warriors,GSW,104,94,Dallas Mavericks
2011-12,21100941,2012-04-20,San Antonio Spurs,SAS,Los Angeles Lakers,LAL,121,97,San Antonio Spurs
2011-12,21100942,2012-04-20,Sacramento Kings,SAC,Oklahoma City Thunder,OKC,92,103,Oklahoma City Thunder
2011-12,21100943,2012-04-21,Phoenix Suns,PHX,Denver Nuggets,DEN,107,118,Denver Nuggets
2011-12,21100944,2012-04-21,Indiana Pacers,IND,Philadelphia 76ers,PHI,106,109,Philadelphia 76ers
2011-12,21100945,2012-04-21,Miami Heat,MIA,Washington Wizards,WAS,84,86,Washington Wizards
2011-12,21100946,2012-04-21,Chicago Bulls,CHI,Dallas Mavericks,DAL,93,83,Chicago Bulls
2011-12,21100947,2012-04-21,Memphis Grizzlies,MEM,Portland Trail Blazers,POR,93,89,Memphis Grizzlies
2011-12,21100948,2012-04-21,Houston Rockets,HOU,Golden State Warriors,GSW,99,96,Houston Rockets
2011-12,21100949,2012-04-21,Milwaukee Bucks,MIL,New Jersey Nets,NJN,106,95,Milwaukee Bucks
2011-12,21100950,2012-04-21,Utah Jazz,UTA,Orlando Magic,ORL,117,107,Utah Jazz
2011-12,21100951,2012-04-22,Atlanta Hawks,ATL,New York Knicks,NYK,112,113,New York Knicks
2011-12,21100952,2012-04-22,Los Angeles Lakers,LAL,Oklahoma City Thunder,OKC,114,106,Los Angeles Lakers
2011-12,21100953,2012-04-22,Charlotte Bobcats,CHA,Sacramento Kings,SAC,88,114,Sacramento Kings
2011-12,21100954,2012-04-22,Miami Heat,MIA,Houston Rockets,HOU,97,88,Miami Heat
2011-12,21100955,2012-04-22,Detroit Pistons,DET,Toronto Raptors,TOR,76,73,Detroit Pistons
2011-12,21100956,2012-04-22,San Antonio Spurs,SAS,Cleveland Cavaliers,CLE,114,98,San Antonio Spurs
2011-12,21100957,2012-04-22,Minnesota Timberwolves,MIN,Golden State Warriors,GSW,88,93,Golden State Warriors
2011-12,21100958,2012-04-22,Denver Nuggets,DEN,Orlando Magic,ORL,101,74,Denver Nuggets
2011-12,21100959,2012-04-22,Los Angeles Clippers,LAC,New Orleans Hornets,NOH,107,98,Los Angeles Clippers
2011-12,21100960,2012-04-23,Washington Wizards,WAS,Charlotte Bobcats,CHA,101,73,Washington Wizards
2011-12,21100961,2012-04-23,Indiana Pacers,IND,Detroit Pistons,DET,103,97,Indiana Pacers
2011-12,21100962,2012-04-23,New Jersey Nets,NJN,Philadelphia 76ers,PHI,87,105,Philadelphia 76ers
2011-12,21100963,2012-04-23,Milwaukee Bucks,MIL,Toronto Raptors,TOR,92,86,Milwaukee Bucks
2011-12,21100964,2012-04-23,Memphis Grizzlies,MEM,Cleveland Cavaliers,CLE,109,101,Memphis Grizzlies
2011-12,21100965,2012-04-23,San Antonio Spurs,SAS,Portland Trail Blazers,POR,124,89,San Antonio Spurs
2011-12,21100966,2012-04-24,Atlanta Hawks,ATL,Los Angeles Clippers,LAC,109,102,Atlanta Hawks
2011-12,21100967,2012-04-24,Boston Celtics,BOS,Miami Heat,MIA,78,66,Boston Celtics
2011-12,21100968,2012-04-24,Oklahoma City Thunder,OKC,Sacramento Kings,SAC,118,110,Oklahoma City Thunder
2011-12,21100969,2012-04-24,Utah Jazz,UTA,Phoenix Suns,PHX,100,88,Utah Jazz
2011-12,21100970,2012-04-24,Golden State Warriors,GSW,New Orleans Hornets,NOH,81,83,New Orleans Hornets
2011-12,21100971,2012-04-25,Orlando Magic,ORL,Charlotte Bobcats,CHA,102,95,Orlando Magic
2011-12,21100972,2012-04-25,Cleveland Cavaliers,CLE,Washington Wizards,WAS,85,96,Washington Wizards
2011-12,21100973,2012-04-25,Indiana Pacers,IND,Chicago Bulls,CHI,87,92,Chicago Bulls
2011-12,21100974,2012-04-25,New York Knicks,NYK,Los Angeles Clippers,LAC,99,93,New York Knicks
2011-12,21100975,2012-04-25,Milwaukee Bucks,MIL,Philadelphia 76ers,PHI,85,90,Philadelphia 76ers
2011-12,21100976,2012-04-25,Oklahoma City Thunder,OKC,Denver Nuggets,DEN,101,106,Denver Nuggets
2011-12,21100977,2012-04-25,Phoenix Suns,PHX,San Antonio Spurs,SAS,106,110,San Antonio Spurs
2011-12,21100978,2012-04-26,Detroit Pistons,DET,Philadelphia 76ers,PHI,108,86,Detroit Pistons
2011-12,21100979,2012-04-26,Boston Celtics,BOS,Milwaukee Bucks,MIL,87,74,Boston Celtics
2011-12,21100980,2012-04-26,Toronto Raptors,TOR,New Jersey Nets,NJN,98,67,Toronto Raptors
2011-12,21100981,2012-04-26,Washington Wizards,WAS,Miami Heat,MIA,104,70,Washington Wizards
2011-12,21100982,2012-04-26,Charlotte Bobcats,CHA,New York Knicks,NYK,84,104,New York Knicks
2011-12,21100983,2012-04-26,Atlanta Hawks,ATL,Dallas Mavericks,DAL,106,89,Atlanta Hawks
2011-12,21100984,2012-04-26,Chicago Bulls,CHI,Cleveland Cavaliers,CLE,107,75,Chicago Bulls
2011-12,21100985,2012-04-26,Memphis Grizzlies,MEM,Orlando Magic,ORL,88,76,Memphis Grizzlies
2011-12,21100986,2012-04-26,Houston Rockets,HOU,New Orleans Hornets,NOH,84,77,Houston Rockets
2011-12,21100987,2012-04-26,Minnesota Timberwolves,MIN,Denver Nuggets,DEN,102,131,Denver Nuggets
2011-12,21100988,2012-04-26,Utah Jazz,UTA,Portland Trail Blazers,POR,96,94,Utah Jazz
2011-12,21100989,2012-04-26,Sacramento Kings,SAC,Los Angeles Lakers,LAL,113,96,Sacramento Kings
2011-12,21100990,2012-04-26,Golden State Warriors,GSW,San Antonio Spurs,SAS,101,107,San Antonio Spurs
2012-13,21200001,2012-10-30,Cleveland Cavaliers,CLE,Washington Wizards,WAS,94,84,Cleveland Cavaliers
2012-13,21200002,2012-10-30,Miami Heat,MIA,Boston Celtics,BOS,120,107,Miami Heat
2012-13,21200003,2012-10-30,Los Angeles Lakers,LAL,Dallas Mavericks,DAL,91,99,Dallas Mavericks
2012-13,21200004,2012-10-31,Toronto Raptors,TOR,Indiana Pacers,IND,88,90,Indiana Pacers
2012-13,21200005,2012-10-31,Philadelphia 76ers,PHI,Denver Nuggets,DEN,84,75,Philadelphia 76ers
2012-13,21200006,2012-10-31,Detroit Pistons,DET,Houston Rockets,HOU,96,105,Houston Rockets
2012-13,21200007,2012-10-31,Chicago Bulls,CHI,Sacramento Kings,SAC,93,87,Chicago Bulls
2012-13,21200008,2012-10-31,New Orleans Hornets,NOH,San Antonio Spurs,SAS,95,99,San Antonio Spurs
2012-13,21200009,2012-10-31,Utah Jazz,UTA,Dallas Mavericks,DAL,113,94,Utah Jazz
2012-13,21200010,2012-10-31,Phoenix Suns,PHX,Golden State Warriors,GSW,85,87,Golden State Warriors
2012-13,21200011,2012-10-31,Los Angeles Clippers,LAC,Memphis Grizzlies,MEM,101,92,Los Angeles Clippers
2012-13,21200012,2012-10-31,Portland Trail Blazers,POR,Los Angeles Lakers,LAL,116,106,Portland Trail Blazers
2012-13,21200014,2012-11-01,San Antonio Spurs,SAS,Oklahoma City Thunder,OKC,86,84,San Antonio Spurs
2012-13,21200015,2012-11-02,Charlotte Bobcats,CHA,Indiana Pacers,IND,90,89,Charlotte Bobcats
2012-13,21200016,2012-11-02,Orlando Magic,ORL,Denver Nuggets,DEN,102,89,Orlando Magic
2012-13,21200017,2012-11-02,Boston Celtics,BOS,Milwaukee Bucks,MIL,88,99,Milwaukee Bucks
2012-13,21200018,2012-11-02,Atlanta Hawks,ATL,Houston Rockets,HOU,102,109,Houston Rockets
2012-13,21200019,2012-11-02,Cleveland Cavaliers,CLE,Chicago Bulls,CHI,86,115,Chicago Bulls
2012-13,21200020,2012-11-02,New York Knicks,NYK,Miami Heat,MIA,104,84,New York Knicks
2012-13,21200021,2012-11-02,New Orleans Hornets,NOH,Utah Jazz,UTA,88,86,New Orleans Hornets
2012-13,21200022,2012-11-02,Oklahoma City Thunder,OKC,Portland Trail Blazers,POR,106,92,Oklahoma City Thunder
2012-13,21200023,2012-11-02,Minnesota Timberwolves,MIN,Sacramento Kings,SAC,92,80,Minnesota Timberwolves
2012-13,21200024,2012-11-02,Phoenix Suns,PHX,Detroit Pistons,DET,92,89,Phoenix Suns
2012-13,21200025,2012-11-02,Los Angeles Lakers,LAL,Los Angeles Clippers,LAC,95,105,Los Angeles Clippers
2012-13,21200026,2012-11-02,Golden State Warriors,GSW,Memphis Grizzlies,MEM,94,104,Memphis Grizzlies
2012-13,21200027,2012-11-03,Washington Wizards,WAS,Boston Celtics,BOS,86,89,Boston Celtics
2012-13,21200028,2012-11-03,Indiana Pacers,IND,Sacramento Kings,SAC,106,98,Indiana Pacers
2012-13,21200029,2012-11-03,Brooklyn Nets,BKN,Toronto Raptors,TOR,107,100,Brooklyn Nets
2012-13,21200030,2012-11-03,Miami Heat,MIA,Denver Nuggets,DEN,119,116,Miami Heat
2012-13,21200031,2012-11-03,Chicago Bulls,CHI,New Orleans Hornets,NOH,82,89,New Orleans Hornets
2012-13,21200032,2012-11-03,Houston Rockets,HOU,Portland Trail Blazers,POR,85,95,Portland Trail Blazers
2012-13,21200033,2012-11-03,Milwaukee Bucks,MIL,Cleveland Cavaliers,CLE,105,102,Milwaukee Bucks
2012-13,21200034,2012-11-03,Dallas Mavericks,DAL,Charlotte Bobcats,CHA,126,99,Dallas Mavericks
2012-13,21200035,2012-11-03,San Antonio Spurs,SAS,Utah Jazz,UTA,110,100,San Antonio Spurs
2012-13,21200036,2012-11-03,Los Angeles Clippers,LAC,Golden State Warriors,GSW,110,114,Golden State Warriors
2012-13,21200037,2012-11-04,New York Knicks,NYK,Philadelphia 76ers,PHI,100,84,New York Knicks
2012-13,21200038,2012-11-04,Toronto Raptors,TOR,Minnesota Timberwolves,MIN,105,86,Toronto Raptors
2012-13,21200039,2012-11-04,Orlando Magic,ORL,Phoenix Suns,PHX,115,94,Orlando Magic
2012-13,21200040,2012-11-04,Oklahoma City Thunder,OKC,Atlanta Hawks,ATL,95,104,Atlanta Hawks
2012-13,21200041,2012-11-04,Los Angeles Lakers,LAL,Detroit Pistons,DET,108,79,Los Angeles Lakers
2012-13,21200042,2012-11-05,Philadelphia 76ers,PHI,New York Knicks,NYK,88,110,New York Knicks
2012-13,21200043,2012-11-05,Brooklyn Nets,BKN,Minnesota Timberwolves,MIN,96,107,Minnesota Timberwolves
2012-13,21200044,2012-11-05,Miami Heat,MIA,Phoenix Suns,PHX,124,99,Miami Heat
2012-13,21200045,2012-11-05,Memphis Grizzlies,MEM,Utah Jazz,UTA,103,94,Memphis Grizzlies
2012-13,21200046,2012-11-05,Dallas Mavericks,DAL,Portland Trail Blazers,POR,114,91,Dallas Mavericks
2012-13,21200047,2012-11-05,San Antonio Spurs,SAS,Indiana Pacers,IND,101,79,San Antonio Spurs
2012-13,21200048,2012-11-05,Sacramento Kings,SAC,Golden State Warriors,GSW,94,92,Sacramento Kings
2012-13,21200049,2012-11-05,Los Angeles Clippers,LAC,Cleveland Cavaliers,CLE,101,108,Cleveland Cavaliers
2012-13,21200050,2012-11-06,Chicago Bulls,CHI,Orlando Magic,ORL,99,93,Chicago Bulls
2012-13,21200051,2012-11-06,Oklahoma City Thunder,OKC,Toronto Raptors,TOR,108,88,Oklahoma City Thunder
2012-13,21200052,2012-11-06,Denver Nuggets,DEN,Detroit Pistons,DET,109,97,Denver Nuggets
2012-13,21200053,2012-11-07,Charlotte Bobcats,CHA,Phoenix Suns,PHX,110,117,Phoenix Suns
2012-13,21200054,2012-11-07,Boston Celtics,BOS,Washington Wizards,WAS,100,94,Boston Celtics
2012-13,21200055,2012-11-07,Atlanta Hawks,ATL,Indiana Pacers,IND,89,86,Atlanta Hawks
2012-13,21200056,2012-11-07,Miami Heat,MIA,Brooklyn Nets,BKN,103,73,Miami Heat
2012-13,21200057,2012-11-07,Milwaukee Bucks,MIL,Memphis Grizzlies,MEM,90,108,Memphis Grizzlies
2012-13,21200058,2012-11-07,New Orleans Hornets,NOH,Philadelphia 76ers,PHI,62,77,Philadelphia 76ers
2012-13,21200059,2012-11-07,Houston Rockets,HOU,Denver Nuggets,DEN,87,93,Denver Nuggets
2012-13,21200060,2012-11-07,Minnesota Timberwolves,MIN,Orlando Magic,ORL,90,75,Minnesota Timberwolves
2012-13,21200061,2012-11-07,Dallas Mavericks,DAL,Toronto Raptors,TOR,109,104,Dallas Mavericks
2012-13,21200062,2012-11-07,Utah Jazz,UTA,Los Angeles Lakers,LAL,95,86,Utah Jazz
2012-13,21200063,2012-11-07,Sacramento Kings,SAC,Detroit Pistons,DET,105,103,Sacramento Kings
2012-13,21200064,2012-11-07,Los Angeles Clippers,LAC,San Antonio Spurs,SAS,106,84,Los Angeles Clippers
2012-13,21200065,2012-11-07,Golden State Warriors,GSW,Cleveland Cavaliers,CLE,106,96,Golden State Warriors
2012-13,21200066,2012-11-08,Chicago Bulls,CHI,Oklahoma City Thunder,OKC,91,97,Oklahoma City Thunder
2012-13,21200067,2012-11-08,Portland Trail Blazers,POR,Los Angeles Clippers,LAC,90,103,Los Angeles Clippers
2012-13,21200068,2012-11-09,Washington Wizards,WAS,Milwaukee Bucks,MIL,91,101,Milwaukee Bucks
2012-13,21200069,2012-11-09,Orlando Magic,ORL,Brooklyn Nets,BKN,68,107,Brooklyn Nets
2012-13,21200070,2012-11-09,Boston Celtics,BOS,Philadelphia 76ers,PHI,100,106,Philadelphia 76ers
2012-13,21200071,2012-11-09,New York Knicks,NYK,Dallas Mavericks,DAL,104,94,New York Knicks
2012-13,21200072,2012-11-09,Atlanta Hawks,ATL,Miami Heat,MIA,89,95,Miami Heat
2012-13,21200073,2012-11-09,Memphis Grizzlies,MEM,Houston Rockets,HOU,93,85,Memphis Grizzlies
2012-13,21200074,2012-11-09,New Orleans Hornets,NOH,Charlotte Bobcats,CHA,107,99,New Orleans Hornets
2012-13,21200075,2012-11-09,Oklahoma City Thunder,OKC,Detroit Pistons,DET,105,94,Oklahoma City Thunder
2012-13,21200076,2012-11-09,Minnesota Timberwolves,MIN,Indiana Pacers,IND,96,94,Minnesota Timberwolves
2012-13,21200077,2012-11-09,Phoenix Suns,PHX,Cleveland Cavaliers,CLE,107,105,Phoenix Suns
2012-13,21200078,2012-11-09,Sacramento Kings,SAC,San Antonio Spurs,SAS,86,97,San Antonio Spurs
2012-13,21200079,2012-11-09,Denver Nuggets,DEN,Utah Jazz,UTA,104,84,Denver Nuggets
2012-13,21200080,2012-11-09,Los Angeles Lakers,LAL,Golden State Warriors,GSW,101,77,Los Angeles Lakers
2012-13,21200081,2012-11-10,Toronto Raptors,TOR,Philadelphia 76ers,PHI,83,93,Philadelphia 76ers
2012-13,21200082,2012-11-10,Indiana Pacers,IND,Washington Wizards,WAS,89,85,Indiana Pacers
2012-13,21200083,2012-11-10,Charlotte Bobcats,CHA,Dallas Mavericks,DAL,101,97,Charlotte Bobcats
2012-13,21200084,2012-11-10,Chicago Bulls,CHI,Minnesota Timberwolves,MIN,87,80,Chicago Bulls
2012-13,21200085,2012-11-10,Houston Rockets,HOU,Detroit Pistons,DET,96,82,Houston Rockets
2012-13,21200086,2012-11-10,Milwaukee Bucks,MIL,Boston Celtics,BOS,92,96,Boston Celtics
2012-13,21200087,2012-11-10,Utah Jazz,UTA,Phoenix Suns,PHX,94,81,Utah Jazz
